DecisionID,Domain,DecisionType,Entity,PriorityScore,ImpactScore,BusinessRiskScore,Confidence,ModelConfidence,BusinessConfidence,HistoricalAccuracy,RecommendationReliability,ExpectedROI,FinancialImpact,TimeSensitivity
DI-00106,Churn,Retain High Value Customer,14607,39.19,6.276048028866746,20.03,100.0,100.0,100.0,100.0,100.0,288.05,3615.76,Monitor
DI-00107,Churn,Retain High Value Customer,13935,39.17,4.600848512349292,20.05,100.0,100.0,100.0,100.0,100.0,215.19,2650.65,Monitor
DI-00108,Churn,Retain High Value Customer,15413,39.1,5.14745819476099,19.96,100.0,100.0,100.0,100.0,100.0,241.12,2965.56,Monitor
DI-00109,Churn,Retain High Value Customer,14459,39.01,2.2377886700964997,20.12,100.0,100.0,100.0,100.0,100.0,80.7,1289.24,Monitor
DI-00110,Churn,Retain High Value Customer,13734,38.98,5.130184862315415,19.85,100.0,100.0,100.0,100.0,100.0,240.98,2955.61,Monitor
DI-00111,Churn,Retain High Value Customer,16749,38.95,3.2424576526155158,19.94,100.0,100.0,100.0,100.0,100.0,144.05,1868.05,Monitor
DI-00112,Customer,Upsell Premium Products,Loyal Customers,38.87,23.05195537251304,8.5,100.0,100.0,100.0,100.0,100.0,836.11,13280.72,Monitor
DI-00113,Churn,Retain High Value Customer,12380,38.7,5.595162821644544,19.58,100.0,100.0,100.0,100.0,100.0,262.96,3223.49,Monitor
DI-00114,Churn,Retain High Value Customer,15480,38.51,4.414400551724704,19.43,100.0,100.0,100.0,100.0,100.0,209.52,2543.23,Monitor
DI-00115,Churn,Retain High Value Customer,14855,38.22,4.590128412634789,19.14,100.0,100.0,100.0,100.0,100.0,219.78,2644.47,Monitor
DI-00116,Churn,Retain High Value Customer,15077,38.11,2.0198437635313904,19.22,100.0,100.0,100.0,100.0,100.0,69.05,1163.67,Monitor
DI-00117,Churn,Retain High Value Customer,15369,38.11,5.134900231488618,19.03,100.0,100.0,100.0,100.0,100.0,246.02,2958.32,Monitor
DI-00118,Churn,Retain High Value Customer,16180,38.07,4.465079697897887,19.01,100.0,100.0,100.0,100.0,100.0,214.39,2572.43,Monitor
DI-00119,Churn,Retain High Value Customer,13334,38.0,2.076634190982965,19.11,100.0,100.0,100.0,100.0,100.0,73.44,1196.39,Monitor
DI-00120,Churn,Retain High Value Customer,17230,37.9,4.594273374365084,18.84,100.0,100.0,100.0,100.0,100.0,221.7,2646.86,Monitor
DI-00121,Churn,Retain High Value Customer,12957,37.89,3.814426531218224,18.86,100.0,100.0,100.0,100.0,100.0,181.51,2197.57,Monitor
DI-00122,Forecasting,Bundle Products,Global Revenue,37.77,0.5373040826356552,46.44,34.73,0.0,96.46218389409259,0.0,34.73,-63.81,309.55,Monitor
DI-00123,Forecasting,Bundle Products,United Kingdom,37.77,0.5373040826356552,46.44,34.73,0.0,96.46218389409259,0.0,34.73,-63.81,309.55,Monitor
DI-00124,Churn,Retain High Value Customer,14145,37.77,3.048356936479078,18.79,100.0,100.0,100.0,100.0,100.0,137.99,1756.22,Monitor
DI-00125,Churn,Retain High Value Customer,12469,37.75,2.1867855503314644,18.85,100.0,100.0,100.0,100.0,100.0,82.07,1259.85,Monitor
DI-00126,Churn,Retain High Value Customer,12625,37.73,1.8667451731456686,18.86,100.0,100.0,100.0,100.0,100.0,59.4,1075.47,Monitor
DI-00127,Churn,Retain High Value Customer,12737,37.73,2.591452197503244,18.79,100.0,100.0,100.0,100.0,100.0,109.37,1492.99,Monitor
DI-00128,Churn,Retain High Value Customer,16067,37.69,2.5511475771597665,18.75,100.0,100.0,100.0,100.0,100.0,106.92,1469.77,Monitor
DI-00129,Forecasting,Bundle Products,United Kingdom,37.67,0.5335222628825089,46.32,34.73,0.0,96.46092776662448,0.0,34.73,-63.99,307.37,Monitor
DI-00130,Forecasting,Bundle Products,Global Revenue,37.67,0.5335222628825089,46.32,34.73,0.0,96.46092776662448,0.0,34.73,-63.99,307.37,Monitor
DI-00131,Churn,Retain High Value Customer,17584,37.62,3.3421511276713596,18.62,100.0,100.0,100.0,100.0,100.0,156.25,1925.48,Monitor
DI-00132,Forecasting,Bundle Products,United Kingdom,37.57,0.5297404431293627,46.2,34.73,0.0,96.45988768556364,0.0,34.73,-64.18,305.19,Monitor
DI-00133,Forecasting,Bundle Products,Global Revenue,37.57,0.5297404431293627,46.2,34.73,0.0,96.45988768556364,0.0,34.73,-64.18,305.19,Monitor
DI-00134,Churn,Retain High Value Customer,12468,37.52,2.354953630922923,18.6,100.0,100.0,100.0,100.0,100.0,94.53,1356.74,Monitor
DI-00135,Forecasting,Bundle Products,United Kingdom,37.48,0.5259586233762166,46.08,34.73,0.0,96.4590688504228,0.0,34.73,-64.36,303.02,Monitor
DI-00136,Churn,Retain High Value Customer,15150,37.48,2.792929035279331,18.52,100.0,100.0,100.0,100.0,100.0,123.46,1609.07,Monitor
DI-00137,Forecasting,Bundle Products,Global Revenue,37.48,0.5259586233762166,46.08,34.73,0.0,96.4590688504228,0.0,34.73,-64.36,303.02,Monitor
DI-00138,Churn,Retain High Value Customer,15125,37.46,4.273812773281777,18.43,100.0,100.0,100.0,100.0,100.0,208.06,2462.23,Monitor
DI-00139,Churn,Retain High Value Customer,17400,37.44,2.0162643520633443,18.55,100.0,100.0,100.0,100.0,100.0,71.26,1161.61,Monitor
DI-00140,Churn,Retain High Value Customer,12744,37.39,3.15226441594091,18.41,100.0,100.0,100.0,100.0,100.0,146.09,1816.09,Monitor
DI-00141,Churn,Retain High Value Customer,15980,37.38,3.1153216066367713,18.4,100.0,100.0,100.0,100.0,100.0,143.92,1794.8,Monitor
DI-00142,Forecasting,Bundle Products,United Kingdom,37.38,0.5221768036230705,45.96,34.73,0.0,96.45847662891032,0.0,34.73,-64.55,300.84,Monitor
DI-00143,Forecasting,Bundle Products,Global Revenue,37.38,0.5221768036230705,45.96,34.73,0.0,96.45847662891032,0.0,34.73,-64.55,300.84,Monitor
DI-00144,Churn,Retain High Value Customer,12451,37.35,2.7118391425385378,18.4,100.0,100.0,100.0,100.0,100.0,118.85,1562.35,Monitor
DI-00145,Churn,Retain High Value Customer,14685,37.3,3.6040914166377696,18.29,100.0,100.0,100.0,100.0,100.0,172.93,2076.39,Monitor
DI-00146,Churn,Retain High Value Customer,15494,37.29,2.0461982808638126,18.39,100.0,100.0,100.0,100.0,100.0,73.99,1178.86,Monitor
DI-00147,Forecasting,Bundle Products,United Kingdom,37.28,0.5183949838699243,45.84,34.72,0.0,96.45811656378699,0.0,34.72,-64.73,298.66,Monitor
DI-00148,Forecasting,Bundle Products,Global Revenue,37.28,0.5183949838699243,45.84,34.72,0.0,96.45811656378699,0.0,34.72,-64.73,298.66,Monitor
DI-00149,Forecasting,Bundle Products,United Kingdom,37.27,0.5111667289754324,45.61,34.75,0.0,96.54164515158432,0.0,34.75,-65.09,294.49,Monitor
DI-00150,Forecasting,Bundle Products,Global Revenue,37.27,0.5111667289754324,45.61,34.75,0.0,96.54164515158432,0.0,34.75,-65.09,294.49,Monitor
DI-00151,Churn,Retain High Value Customer,14930,37.24,2.2562722835472537,18.33,100.0,100.0,100.0,100.0,100.0,88.92,1299.89,Monitor
DI-00152,Forecasting,Bundle Products,United Kingdom,37.18,0.5146131641167782,45.72,34.72,0.0,96.45799438006043,0.0,34.72,-64.92,296.48,Monitor
DI-00153,Forecasting,Bundle Products,Global Revenue,37.18,0.5146131641167782,45.72,34.72,0.0,96.45799438006043,0.0,34.72,-64.92,296.48,Monitor
DI-00154,Forecasting,Bundle Products,Global Revenue,37.18,0.5073849092222862,45.49,34.76,0.0,96.54342504793055,0.0,34.76,-65.28,292.32,Monitor
DI-00155,Forecasting,Bundle Products,United Kingdom,37.18,0.5073849092222862,45.49,34.76,0.0,96.54342504793055,0.0,34.76,-65.28,292.32,Monitor
DI-00156,Churn,Retain High Value Customer,17157,37.14,4.013930316014285,18.13,100.0,100.0,100.0,100.0,100.0,196.2,2312.51,Monitor
DI-00157,Churn,Retain High Value Customer,17669,37.11,2.1659795857192257,18.21,100.0,100.0,100.0,100.0,100.0,83.14,1247.87,Monitor
DI-00158,Churn,Retain High Value Customer,17145,37.11,2.4795011173151265,18.17,100.0,100.0,100.0,100.0,100.0,104.7,1428.49,Monitor
DI-00159,Churn,Retain High Value Customer,12510,37.11,3.5288659535410813,18.12,100.0,100.0,100.0,100.0,100.0,169.57,2033.05,Monitor
DI-00160,Forecasting,Bundle Products,United Kingdom,37.09,0.510831344363632,45.6,34.72,0.0,96.45811599253777,0.0,34.72,-65.11,294.3,Monitor
DI-00161,Forecasting,Bundle Products,Global Revenue,37.09,0.510831344363632,45.6,34.72,0.0,96.45811599253777,0.0,34.72,-65.11,294.3,Monitor
DI-00162,Forecasting,Bundle Products,United Kingdom,37.08,0.5036030894691399,45.37,34.76,0.0,96.5454977603708,0.0,34.76,-65.47,290.14,Monitor
DI-00163,Forecasting,Bundle Products,Global Revenue,37.08,0.5036030894691399,45.37,34.76,0.0,96.5454977603708,0.0,34.76,-65.47,290.14,Monitor
DI-00164,Inventory,Supplier Escalation,WORLD WAR 2 GLIDERS ASSTD DESIGNS | United Kingdom | Other,37.07,0.2474963680546315,35.55,84.56,78.68537442584928,95.00289636179588,78.68537442584928,84.56,-82.88,142.59,Monitor
DI-00165,Churn,Retain High Value Customer,15946,37.07,1.8146085163299999,18.2,100.0,100.0,100.0,100.0,100.0,57.89,1045.43,Monitor
DI-00166,Churn,Retain High Value Customer,13357,37.01,2.5088515377722183,18.08,100.0,100.0,100.0,100.0,100.0,107.04,1445.4,Monitor
DI-00167,Forecasting,Bundle Products,United Kingdom,36.99,0.5070495246104857,45.48,34.73,0.0,96.45848751375672,0.0,34.73,-65.3,292.12,Monitor
DI-00168,Forecasting,Bundle Products,Global Revenue,36.99,0.5070495246104857,45.48,34.73,0.0,96.45848751375672,0.0,34.73,-65.3,292.12,Monitor
DI-00169,Churn,Retain High Value Customer,17553,36.98,1.7901966880609723,18.11,100.0,100.0,100.0,100.0,100.0,56.39,1031.37,Monitor
DI-00170,Churn,Retain High Value Customer,15538,36.98,2.656538809288698,18.03,100.0,100.0,100.0,100.0,100.0,116.96,1530.49,Monitor
DI-00171,Churn,Retain High Value Customer,16736,36.91,2.4694378400023935,17.98,100.0,100.0,100.0,100.0,100.0,104.85,1422.7,Monitor
DI-00172,Churn,Retain High Value Customer,15633,36.83,3.539403458386406,17.84,100.0,100.0,100.0,100.0,100.0,171.66,2039.13,Monitor
DI-00173,Churn,Retain High Value Customer,13044,36.83,3.470352385751917,17.84,100.0,100.0,100.0,100.0,100.0,167.69,1999.34,Monitor
DI-00174,Customer,Upsell Premium Products,Loyal Customers,36.83,18.75909541737548,8.17,100.0,100.0,100.0,100.0,100.0,788.24,10807.51,Monitor
DI-00175,Churn,Retain High Value Customer,13762,36.8,1.6991815902648582,17.93,100.0,100.0,100.0,100.0,100.0,50.17,978.93,Monitor
DI-00176,Churn,Retain High Value Customer,13771,36.77,2.420000404610765,17.84,100.0,100.0,100.0,100.0,100.0,102.13,1394.21,Monitor
DI-00177,Churn,Retain High Value Customer,14025,36.63,3.126388275969073,17.66,100.0,100.0,100.0,100.0,100.0,148.26,1801.18,Monitor
DI-00178,Churn,Retain High Value Customer,12631,36.63,2.3611193303094096,17.71,100.0,100.0,100.0,100.0,100.0,98.69,1360.29,Monitor
DI-00179,Churn,Retain High Value Customer,13209,36.59,2.1117578972165254,17.68,100.0,100.0,100.0,100.0,100.0,81.42,1216.63,Monitor
DI-00180,Churn,Retain High Value Customer,16467,36.47,2.3829747159332966,17.55,100.0,100.0,100.0,100.0,100.0,100.87,1372.88,Monitor
DI-00181,Churn,Retain High Value Customer,16335,36.4,2.2380263510209186,17.49,100.0,100.0,100.0,100.0,100.0,91.11,1289.37,Monitor
DI-00182,Churn,Retain High Value Customer,17032,36.36,2.411552497170094,17.44,100.0,100.0,100.0,100.0,100.0,103.3,1389.35,Monitor
DI-00183,Churn,Retain High Value Customer,14770,36.34,2.227630109806459,17.42,100.0,100.0,100.0,100.0,100.0,90.67,1283.38,Monitor
DI-00184,Churn,Retain High Value Customer,13473,36.31,1.7919646722190703,17.43,100.0,100.0,100.0,100.0,100.0,58.94,1032.39,Monitor
DI-00185,Churn,Retain High Value Customer,17113,36.29,1.8189074963995564,17.41,100.0,100.0,100.0,100.0,100.0,61.04,1047.91,Monitor
DI-00186,Inventory,Supplier Escalation,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,36.27,2.352649759344668,30.52,85.08,78.68537442584928,96.45108494587348,78.68537442584928,85.08,55.24,1355.41,Monitor
DI-00187,Churn,Retain High Value Customer,13478,36.25,1.8162301042990299,17.37,100.0,100.0,100.0,100.0,100.0,60.98,1046.37,Monitor
DI-00188,Churn,Retain High Value Customer,18051,36.24,1.7803131185149066,17.36,100.0,100.0,100.0,100.0,100.0,58.31,1025.68,Monitor
DI-00189,Churn,Retain High Value Customer,16004,36.24,1.762609315503751,17.36,100.0,100.0,100.0,100.0,100.0,56.97,1015.48,Monitor
DI-00190,Churn,Retain High Value Customer,12391,36.23,1.8596611016575084,17.35,100.0,100.0,100.0,100.0,100.0,64.31,1071.39,Monitor
DI-00191,Churn,Retain High Value Customer,15754,36.22,2.0559569748123967,17.31,100.0,100.0,100.0,100.0,100.0,78.89,1184.48,Monitor
DI-00192,Churn,Retain High Value Customer,15306,36.15,1.8459328115634708,17.26,100.0,100.0,100.0,100.0,100.0,63.62,1063.48,Monitor
DI-00193,Customer,Upsell Premium Products,Loyal Customers,36.1,17.21756553400042,8.06,100.0,100.0,100.0,100.0,100.0,766.85,9919.4,Monitor
DI-00194,Churn,Retain High Value Customer,15043,36.02,1.7558862642507163,17.14,100.0,100.0,100.0,100.0,100.0,57.25,1011.6,Monitor
DI-00195,Churn,Retain High Value Customer,15222,36.02,2.4543197185102192,17.09,100.0,100.0,100.0,100.0,100.0,107.77,1413.99,Monitor
DI-00196,Customer,Upsell Premium Products,Loyal Customers,35.79,16.5782833496641,8.01,100.0,100.0,100.0,100.0,100.0,757.21,9551.1,Monitor
DI-00197,Churn,Retain High Value Customer,17602,35.68,1.808308083037809,16.8,100.0,100.0,100.0,100.0,100.0,62.49,1041.8,Monitor
DI-00198,Churn,Retain High Value Customer,16742,35.61,1.9224216427639855,16.72,100.0,100.0,100.0,100.0,100.0,71.4,1107.55,Monitor
DI-00199,Churn,Retain High Value Customer,15015,35.6,1.9300223623388704,16.7,100.0,100.0,100.0,100.0,100.0,72.05,1111.93,Monitor
DI-00200,Customer,Upsell Premium Products,Loyal Customers,35.53,16.02189258207609,7.96,100.0,100.0,100.0,100.0,100.0,748.44,9230.55,Monitor
DI-00201,Churn,Retain High Value Customer,17969,35.41,1.7526601212714692,16.53,100.0,100.0,100.0,100.0,100.0,59.23,1009.74,Monitor
DI-00202,Customer,Upsell Premium Products,Loyal Customers,35.05,15.013646348041679,7.89,100.0,100.0,100.0,100.0,100.0,731.22,8649.68,Monitor
DI-00203,Customer,Upsell Premium Products,Loyal Customers,34.88,14.66612310045819,7.86,100.0,100.0,100.0,100.0,100.0,724.97,8449.46,Monitor
DI-00204,Customer,Upsell Premium Products,Loyal Customers,34.76,14.403355460796552,7.84,100.0,100.0,100.0,100.0,100.0,720.09,8298.08,Monitor
DI-00205,Customer,Upsell Premium Products,Loyal Customers,34.32,13.492552269863648,7.77,100.0,100.0,100.0,100.0,100.0,702.21,7773.35,Monitor
DI-00206,Inventory,Supplier Escalation,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,34.11,0.7969081736653237,27.75,85.12,78.68537442584928,96.5519714422128,78.68537442584928,85.12,-38.59,459.12,Monitor
DI-00207,Customer,Upsell Premium Products,Loyal Customers,33.52,11.795104665221727,7.64,100.0,100.0,100.0,100.0,100.0,664.28,6795.41,Monitor
DI-00208,Customer,Upsell Premium Products,Loyal Customers,33.43,11.6048269845734,7.63,100.0,100.0,100.0,100.0,100.0,659.54,6685.79,Monitor
DI-00209,Customer,Upsell Premium Products,Loyal Customers,33.31,11.360607526364634,7.61,100.0,100.0,100.0,100.0,100.0,653.41,6545.09,Monitor
DI-00210,Customer,Upsell Premium Products,Loyal Customers,33.18,11.078742341650107,7.59,100.0,100.0,100.0,100.0,100.0,646.09,6382.7,Monitor
DI-00211,Customer,Upsell Premium Products,Loyal Customers,32.55,9.764818223916334,7.49,100.0,100.0,100.0,100.0,100.0,608.81,5625.72,Monitor
DI-00212,Customer,Upsell Premium Products,Loyal Customers,32.33,9.294076105552586,7.45,100.0,100.0,100.0,100.0,100.0,594.05,5354.51,Monitor
DI-00213,Customer,Upsell Premium Products,Loyal Customers,32.11,8.840471007166775,7.41,100.0,100.0,100.0,100.0,100.0,579.02,5093.18,Monitor
DI-00214,Customer,Upsell Premium Products,Loyal Customers,32.06,8.735503505278237,7.41,100.0,100.0,100.0,100.0,100.0,575.31,5032.71,Monitor
DI-00215,Customer,Upsell Premium Products,Loyal Customers,31.94,8.466505405451425,7.39,100.0,100.0,100.0,100.0,100.0,565.82,4877.73,Monitor
DI-00216,Customer,Upsell Premium Products,Loyal Customers,31.92,8.443033780550017,7.38,100.0,100.0,100.0,100.0,100.0,565.06,4864.21,Monitor
DI-00217,Customer,Upsell Premium Products,Loyal Customers,31.84,8.278242925876164,7.37,100.0,100.0,100.0,100.0,100.0,559.04,4769.27,Monitor
DI-00218,Customer,Upsell Premium Products,Loyal Customers,31.8,8.195359319984716,7.36,100.0,100.0,100.0,100.0,100.0,556.02,4721.52,Monitor
DI-00219,Customer,Upsell Premium Products,Loyal Customers,31.72,8.02475458417888,7.35,100.0,100.0,100.0,100.0,100.0,549.58,4623.23,Monitor
DI-00220,Customer,Upsell Premium Products,Loyal Customers,31.49,7.528476171080468,7.31,100.0,100.0,100.0,100.0,100.0,530.09,4337.31,Monitor
DI-00221,Customer,Upsell Premium Products,Loyal Customers,31.36,7.269257264057837,7.29,100.0,100.0,100.0,100.0,100.0,519.38,4187.97,Monitor
DI-00222,Customer,Upsell Premium Products,Loyal Customers,31.14,6.785171598537161,7.26,100.0,100.0,100.0,100.0,100.0,498.19,3909.08,Monitor
DI-00223,Customer,Upsell Premium Products,Loyal Customers,31.13,6.768365238166823,7.26,100.0,100.0,100.0,100.0,100.0,497.43,3899.4,Monitor
DI-00224,Customer,Upsell Premium Products,Loyal Customers,31.13,6.763696949376118,7.26,100.0,100.0,100.0,100.0,100.0,497.21,3896.71,Monitor
DI-00225,Customer,Upsell Premium Products,Loyal Customers,31.0,6.50415779722172,7.24,100.0,100.0,100.0,100.0,100.0,485.25,3747.18,Monitor
DI-00226,Customer,Upsell Premium Products,Loyal Customers,30.98,6.459484903149801,7.23,100.0,100.0,100.0,100.0,100.0,483.22,3721.45,Monitor
DI-00227,Customer,Upsell Premium Products,Loyal Customers,30.97,6.431899560295623,7.23,100.0,100.0,100.0,100.0,100.0,481.88,3705.55,Monitor
DI-00228,Customer,Upsell Premium Products,Loyal Customers,30.9,6.290486600240709,7.22,100.0,100.0,100.0,100.0,100.0,475.09,3624.08,Monitor
DI-00229,Customer,Upsell Premium Products,Loyal Customers,30.86,6.2032940049746825,7.21,100.0,100.0,100.0,100.0,100.0,470.88,3573.85,Monitor
DI-00230,Customer,Upsell Premium Products,Loyal Customers,30.78,6.045272559590197,7.2,100.0,100.0,100.0,100.0,100.0,463.0,3482.81,Monitor
DI-00231,Churn,Retain High Value Customer,16197,30.3,1.2386355061626888,11.46,99.83,100.0,99.5239798136602,100.0,99.83,34.29,713.6,Monitor
DI-00232,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00233,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00234,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00235,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00236,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00237,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00238,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00239,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00240,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00241,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00242,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00243,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00244,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00245,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00246,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00247,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00248,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00249,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00250,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
DI-00251,Forecasting,Stop Low Demand Items,PACK OF 72 RETRO SPOT CAKE CASES,23.16,0.0,27.0,34.9,0.0,96.94,0.0,34.9,-100.0,0.0,Monitor
